Date,County,POE Name,Status,Crossing Types,Lane Types,Delay,Geometry
01/01/2012 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,16.0,POINT (-116.62749875679889 32.57652396492499)
05/01/2018 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,Standard,59.0,POINT (-115.49633142030937 32.665128403179615)
10/01/2013 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
12/01/2015 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
01/01/2021 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,47.0,POINT (-114.72822550381008 32.718470005577316)
08/01/2015 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
11/01/2021 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,16.0,POINT (-115.38766748631362 32.67336532617336)
04/01/2018 12:00:00 AM,Imperial,Calexico East,Existing,Pedestrian,Standard,0.0,POINT (-115.38766748631362 32.67336532617336)
06/01/2019 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,7.0,POINT (-115.49633142030937 32.665128403179615)
03/01/2018 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,10.0,POINT (-115.49633142030937 32.665128403179615)
07/01/2018 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,3.0,POINT (-116.62749875679889 32.57652396492499)
04/01/2016 12:00:00 AM,Imperial,Andrade,Existing,Pedestrian,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
10/01/2016 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Ready,9.0,POINT (-117.0294681170711 32.54316318124256)
09/01/2016 12:00:00 AM,Imperial,Calexico East,Existing,Pedestrian,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
03/01/2020 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,40.0,POINT (-114.72822550381008 32.718470005577316)
08/01/2014 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
04/01/2013 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,44.0,POINT (-117.0294681170711 32.54316318124256)
08/01/2013 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,5.0,POINT (-116.62749875679889 32.57652396492499)
03/01/2022 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Standard,25.0,POINT (-115.49633142030937 32.665128403179615)
09/01/2015 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
04/01/2015 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,2.0,POINT (-116.62749875679889 32.57652396492499)
03/01/2020 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,9.0,POINT (-116.62749875679889 32.57652396492499)
05/01/2018 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,11.0,POINT (-115.49633142030937 32.665128403179615)
07/01/2017 12:00:00 AM,San Diego,Tecate,Existing,Passenger,Standard,42.0,POINT (-116.62749875679889 32.57652396492499)
10/01/2012 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Ready,49.0,POINT (-117.0294681170711 32.54316318124256)
02/01/2019 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Ready,24.40994152046784,POINT (-117.0294681170711 32.54316318124256)
04/01/2021 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Ready,13.0,POINT (-117.0294681170711 32.54316318124256)
07/01/2021 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Ready,50.0,POINT (-117.0294681170711 32.54316318124256)
07/01/2014 12:00:00 AM,San Diego,Tecate,Existing,Passenger,Standard,24.40994152046784,POINT (-116.62749875679889 32.57652396492499)
06/01/2017 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,Standard,50.0,POINT (-115.49633142030937 32.665128403179615)
05/01/2015 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
07/01/2021 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Standard,9.0,POINT (-115.49633142030937 32.665128403179615)
01/01/2018 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,18.0,POINT (-117.0294681170711 32.54316318124256)
08/01/2015 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,16.0,POINT (-116.62749875679889 32.57652396492499)
02/01/2014 12:00:00 AM,Imperial,Andrade,Existing,Pedestrian,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
01/01/2021 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,10.0,POINT (-115.38766748631362 32.67336532617336)
05/01/2014 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
05/01/2020 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Ready,22.0,POINT (-115.38766748631362 32.67336532617336)
02/01/2014 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
09/01/2012 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
05/01/2016 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,3.0,POINT (-116.62749875679889 32.57652396492499)
03/01/2014 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
03/01/2017 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Standard,13.0,POINT (-115.49633142030937 32.665128403179615)
12/01/2017 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,3.0,POINT (-116.62749875679889 32.57652396492499)
11/01/2017 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,12.0,POINT (-115.49633142030937 32.665128403179615)
09/01/2016 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,14.0,POINT (-116.62749875679889 32.57652396492499)
04/01/2020 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,13.0,POINT (-114.72822550381008 32.718470005577316)
06/01/2020 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Standard,22.0,POINT (-115.38766748631362 32.67336532617336)
08/01/2014 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,SENTRI,24.40994152046784,POINT (-117.0294681170711 32.54316318124256)
06/01/2015 12:00:00 AM,Imperial,Andrade,Existing,Pedestrian,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
07/01/2015 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Ready,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
03/01/2013 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Ready,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
11/01/2016 12:00:00 AM,San Diego,Tecate,Existing,Passenger,Standard,31.0,POINT (-116.62749875679889 32.57652396492499)
05/01/2019 12:00:00 AM,Imperial,Calexico East,Existing,Pedestrian,Standard,3.0,POINT (-115.38766748631362 32.67336532617336)
06/01/2014 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,52.0,POINT (-117.0294681170711 32.54316318124256)
03/01/2015 12:00:00 AM,Imperial,Andrade,Existing,Pedestrian,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
09/01/2018 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,24.40994152046784,POINT (-115.49633142030937 32.665128403179615)
06/01/2021 12:00:00 AM,San Diego,Tecate,Existing,Passenger,Standard,53.0,POINT (-116.62749875679889 32.57652396492499)
10/01/2014 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Ready,22.0,POINT (-117.0294681170711 32.54316318124256)
07/01/2014 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Standard,24.40994152046784,POINT (-117.0294681170711 32.54316318124256)
08/01/2013 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,24.40994152046784,POINT (-115.49633142030937 32.665128403179615)
07/01/2016 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Ready,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
04/01/2015 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Ready,18.0,POINT (-117.0294681170711 32.54316318124256)
05/01/2019 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,25.0,POINT (-116.62749875679889 32.57652396492499)
08/01/2020 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Ready,46.0,POINT (-115.38766748631362 32.67336532617336)
08/01/2015 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,2.0,POINT (-116.62749875679889 32.57652396492499)
01/01/2016 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,24.40994152046784,POINT (-115.49633142030937 32.665128403179615)
08/01/2020 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,4.0,POINT (-115.38766748631362 32.67336532617336)
04/01/2019 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,7.0,POINT (-115.38766748631362 32.67336532617336)
09/01/2017 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,Standard,50.0,POINT (-115.49633142030937 32.665128403179615)
03/01/2012 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,40.0,POINT (-114.72822550381008 32.718470005577316)
11/01/2011 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,SENTRI,5.0,POINT (-117.0294681170711 32.54316318124256)
08/01/2012 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,FAST,10.0,POINT (-115.38766748631362 32.67336532617336)
05/01/2016 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,41.0,POINT (-117.0294681170711 32.54316318124256)
10/01/2011 12:00:00 AM,Imperial,Calexico East,Existing,Pedestrian,Standard,0.0,POINT (-115.38766748631362 32.67336532617336)
12/01/2017 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Ready,34.0,POINT (-117.0294681170711 32.54316318124256)
09/01/2014 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,Standard,24.40994152046784,POINT (-115.49633142030937 32.665128403179615)
03/01/2015 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,32.0,POINT (-117.0294681170711 32.54316318124256)
08/01/2015 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Ready,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
07/01/2013 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
08/01/2016 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
04/01/2015 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,9.0,POINT (-116.62749875679889 32.57652396492499)
06/01/2012 12:00:00 AM,Imperial,Calexico East,Existing,Pedestrian,Standard,0.0,POINT (-115.38766748631362 32.67336532617336)
04/01/2013 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
02/01/2015 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,24.40994152046784,POINT (-115.49633142030937 32.665128403179615)
08/01/2021 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,39.0,POINT (-117.0294681170711 32.54316318124256)
03/01/2014 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,28.0,POINT (-116.62749875679889 32.57652396492499)
08/01/2020 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,7.0,POINT (-116.62749875679889 32.57652396492499)
11/01/2012 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,24.40994152046784,POINT (-115.49633142030937 32.665128403179615)
05/01/2021 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,41.0,POINT (-117.0294681170711 32.54316318124256)
05/01/2014 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
09/01/2019 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,SENTRI,11.0,POINT (-117.0294681170711 32.54316318124256)
05/01/2017 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Standard,46.0,POINT (-115.38766748631362 32.67336532617336)
11/01/2014 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Ready,19.0,POINT (-117.0294681170711 32.54316318124256)
05/01/2018 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Ready,31.0,POINT (-117.0294681170711 32.54316318124256)
11/01/2021 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,SENTRI,16.0,POINT (-117.0294681170711 32.54316318124256)
02/01/2013 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,26.0,POINT (-117.0294681170711 32.54316318124256)
04/01/2015 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,SENTRI,11.0,POINT (-117.0294681170711 32.54316318124256)
10/01/2018 12:00:00 AM,Imperial,Andrade,Existing,Pedestrian,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
08/01/2018 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,Standard,50.0,POINT (-115.49633142030937 32.665128403179615)
02/01/2012 12:00:00 AM,San Diego,Tecate,Existing,Passenger,Standard,33.0,POINT (-116.62749875679889 32.57652396492499)
06/01/2015 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,34.0,POINT (-117.0294681170711 32.54316318124256)
12/01/2011 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,FAST,8.0,POINT (-115.38766748631362 32.67336532617336)
01/01/2022 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,Standard,57.0,POINT (-115.49633142030937 32.665128403179615)
10/01/2021 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,10.0,POINT (-116.62749875679889 32.57652396492499)
05/01/2018 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Standard,24.0,POINT (-115.49633142030937 32.665128403179615)
02/01/2019 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Ready,24.40994152046784,POINT (-115.49633142030937 32.665128403179615)
04/01/2017 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,6.0,POINT (-115.38766748631362 32.67336532617336)
11/01/2016 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,9.0,POINT (-115.49633142030937 32.665128403179615)
11/01/2016 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Ready,37.0,POINT (-117.0294681170711 32.54316318124256)
09/01/2021 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,7.0,POINT (-115.38766748631362 32.67336532617336)
06/01/2013 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,38.0,POINT (-117.0294681170711 32.54316318124256)
03/01/2013 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,7.0,POINT (-116.62749875679889 32.57652396492499)
08/01/2014 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Ready,24.40994152046784,POINT (-117.0294681170711 32.54316318124256)
02/01/2016 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,2.0,POINT (-116.62749875679889 32.57652396492499)
05/01/2012 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Standard,52.0,POINT (-115.38766748631362 32.67336532617336)
02/01/2019 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Ready,24.40994152046784,POINT (-117.0294681170711 32.54316318124256)
10/01/2012 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Ready,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
06/01/2021 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Standard,19.0,POINT (-115.49633142030937 32.665128403179615)
01/01/2021 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,26.0,POINT (-117.0294681170711 32.54316318124256)
12/01/2011 12:00:00 AM,Imperial,Andrade,Existing,Pedestrian,Standard,3.0,POINT (-114.72822550381008 32.718470005577316)
03/01/2014 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,Standard,24.40994152046784,POINT (-115.49633142030937 32.665128403179615)
11/01/2013 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
09/01/2021 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,19.0,POINT (-116.62749875679889 32.57652396492499)
02/01/2021 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,20.0,POINT (-115.38766748631362 32.67336532617336)
05/01/2014 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,4.0,POINT (-116.62749875679889 32.57652396492499)
08/01/2017 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,5.0,POINT (-115.38766748631362 32.67336532617336)
05/01/2012 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,20.0,POINT (-116.62749875679889 32.57652396492499)
12/01/2014 12:00:00 AM,Imperial,Andrade,Existing,Pedestrian,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
01/01/2015 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
06/01/2014 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Ready,20.0,POINT (-117.0294681170711 32.54316318124256)
08/01/2014 12:00:00 AM,San Diego,Tecate,Existing,Passenger,Standard,24.40994152046784,POINT (-116.62749875679889 32.57652396492499)
08/01/2014 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,24.40994152046784,POINT (-117.0294681170711 32.54316318124256)
12/01/2017 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Standard,33.0,POINT (-115.49633142030937 32.665128403179615)
07/01/2020 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,5.0,POINT (-116.62749875679889 32.57652396492499)
10/01/2014 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
04/01/2014 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Standard,24.40994152046784,POINT (-115.49633142030937 32.665128403179615)
02/01/2016 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
10/01/2015 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Ready,31.0,POINT (-117.0294681170711 32.54316318124256)
10/01/2011 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,4.0,POINT (-115.49633142030937 32.665128403179615)
04/01/2019 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,7.0,POINT (-115.49633142030937 32.665128403179615)
09/01/2015 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
09/01/2012 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,7.0,POINT (-116.62749875679889 32.57652396492499)
09/01/2014 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,SENTRI,5.0,POINT (-117.0294681170711 32.54316318124256)
11/01/2017 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,18.0,POINT (-117.0294681170711 32.54316318124256)
09/01/2021 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,8.0,POINT (-115.49633142030937 32.665128403179615)
10/01/2020 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,7.0,POINT (-115.49633142030937 32.665128403179615)
08/01/2013 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
05/01/2020 12:00:00 AM,San Diego,Tecate,Existing,Passenger,Standard,59.0,POINT (-116.62749875679889 32.57652396492499)
10/01/2013 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,19.0,POINT (-116.62749875679889 32.57652396492499)
04/01/2014 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,8.0,POINT (-116.62749875679889 32.57652396492499)
03/01/2012 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,3.0,POINT (-116.62749875679889 32.57652396492499)
04/01/2014 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,43.0,POINT (-117.0294681170711 32.54316318124256)
08/01/2021 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,19.0,POINT (-116.62749875679889 32.57652396492499)
09/01/2015 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,3.0,POINT (-116.62749875679889 32.57652396492499)
07/01/2018 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,11.0,POINT (-115.38766748631362 32.67336532617336)
05/01/2017 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,9.0,POINT (-115.49633142030937 32.665128403179615)
11/01/2015 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
02/01/2020 12:00:00 AM,Imperial,Calexico East,Existing,Pedestrian,Standard,2.0,POINT (-115.38766748631362 32.67336532617336)
02/01/2019 12:00:00 AM,Imperial,Andrade,Existing,Pedestrian,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
02/01/2018 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,11.0,POINT (-115.38766748631362 32.67336532617336)
11/01/2012 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,4.0,POINT (-116.62749875679889 32.57652396492499)
12/01/2015 12:00:00 AM,San Diego,Tecate,Existing,Passenger,Standard,35.0,POINT (-116.62749875679889 32.57652396492499)
12/01/2015 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,2.0,POINT (-116.62749875679889 32.57652396492499)
11/01/2014 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
01/01/2020 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,8.0,POINT (-115.38766748631362 32.67336532617336)
01/01/2015 12:00:00 AM,Imperial,Calexico East,Existing,Pedestrian,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
07/01/2016 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
07/01/2019 12:00:00 AM,Imperial,Calexico East,Existing,Pedestrian,Standard,1.0,POINT (-115.38766748631362 32.67336532617336)
08/01/2019 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,7.0,POINT (-115.49633142030937 32.665128403179615)
07/01/2019 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,4.0,POINT (-116.62749875679889 32.57652396492499)
09/01/2017 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,13.0,POINT (-115.38766748631362 32.67336532617336)
03/01/2021 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,58.0,POINT (-114.72822550381008 32.718470005577316)
02/01/2016 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Ready,33.0,POINT (-117.0294681170711 32.54316318124256)
07/01/2018 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Ready,38.0,POINT (-115.38766748631362 32.67336532617336)
11/01/2016 12:00:00 AM,Imperial,Calexico East,Existing,Pedestrian,Standard,0.0,POINT (-115.38766748631362 32.67336532617336)
10/01/2013 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,11.0,POINT (-116.62749875679889 32.57652396492499)
10/01/2011 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,26.0,POINT (-117.0294681170711 32.54316318124256)
12/01/2013 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
10/01/2018 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,24.40994152046784,POINT (-116.62749875679889 32.57652396492499)
09/01/2014 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Ready,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
08/01/2017 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,SENTRI,8.0,POINT (-117.0294681170711 32.54316318124256)
11/01/2019 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,7.0,POINT (-115.38766748631362 32.67336532617336)
05/01/2014 12:00:00 AM,Imperial,Andrade,Existing,Pedestrian,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
11/01/2016 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,15.0,POINT (-116.62749875679889 32.57652396492499)
11/01/2018 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
05/01/2015 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Ready,18.0,POINT (-117.0294681170711 32.54316318124256)
05/01/2013 12:00:00 AM,San Diego,Tecate,Existing,Passenger,Standard,44.0,POINT (-116.62749875679889 32.57652396492499)
10/01/2015 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
03/01/2021 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Ready,20.0,POINT (-115.49633142030937 32.665128403179615)
01/01/2019 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Standard,5.0,POINT (-115.49633142030937 32.665128403179615)
07/01/2020 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,Standard,53.0,POINT (-115.49633142030937 32.665128403179615)
02/01/2022 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,11.0,POINT (-115.49633142030937 32.665128403179615)
03/01/2015 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Ready,25.0,POINT (-117.0294681170711 32.54316318124256)
06/01/2020 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,7.0,POINT (-116.62749875679889 32.57652396492499)
11/01/2019 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,7.0,POINT (-115.49633142030937 32.665128403179615)
11/01/2020 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,57.0,POINT (-114.72822550381008 32.718470005577316)
07/01/2015 12:00:00 AM,Imperial,Andrade,Existing,Pedestrian,Standard,24.40994152046784,POINT (-114.72822550381008 32.718470005577316)
09/01/2015 12:00:00 AM,Imperial,Calexico West,Existing,Passenger,SENTRI,24.40994152046784,POINT (-115.49633142030937 32.665128403179615)
12/01/2018 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Ready,24.40994152046784,POINT (-117.0294681170711 32.54316318124256)
12/01/2014 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,50.0,POINT (-117.0294681170711 32.54316318124256)
10/01/2014 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Ready,24.40994152046784,POINT (-115.38766748631362 32.67336532617336)
04/01/2018 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Ready,43.0,POINT (-115.38766748631362 32.67336532617336)
11/01/2012 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,6.0,POINT (-116.62749875679889 32.57652396492499)
